Business Name,Contact Person,Email,Phone,Website,Years of Experience,Pricing Range,Business Description,Service Areas,Materials,Delivery Capability,,,
Astral Limited (Infrastructure & Piping Division),Sandeep Engineer (Chairman & Managing Director) / Infrastructure Projects Desk,co@astralpipes.com,+91-79-66212000,https://www.astralltd.com,30+ Years (Est. 1996),Institutional Project Schedule-of-Rates & B2B Wholesale Pricing,"Astral Limited is a building materials manufacturer specializing in polymer piping systems, infrastructure drainage, water storage tanks, and construction adhesives. Its infrastructure division supplies large-diameter double-wall corrugated (DWC) underground drainage pipes, telecommunication ducting, and industrial chemical conveyance pipelines for smart cities, highways, and residential townships. Astral maintains pan-India manufacturing facilities with standardized testing regimes.","Pan-India (Manufacturing plants located in Gujarat, Maharashtra, Tamil Nadu, Rajasthan, and Uttarakhand)","DWC Underground Drainage Pipes, CPVC / UPVC Structural Pipes, HDPE Infrastructure Pipes, Drainage Chambers, Construction Adhesives & Sealants","Direct-from-plant bulk truckloads, multi-city central stockyards, rapid dispatch fulfillment, and direct project site drop-offs",,,
Tata Steel (Tata Structura & Tata Pravesh Division),T. V. Narendran (CEO & MD,Tata Steel) / Tubes & Structural Solutions Desk,tatastructura@tatasteel.com,+91-1800-108-8282 / +91-1800-4199-200,https://aashiyana.tatasteel.com,118+ Years (Tata Steel Est. 1907 / Tata Structura Est. 2005),Premium Mill-Direct Pricing & Institutional Project Rate Schedules,"Tata Steel's Tubes and Structural Solutions division manufactures Tata Structura (hollow steel sections) and Tata Pravesh (steel doors and windows). Tata Structura structural steel hollow sections (RHS, SHS, CHS) are engineered into airport terminals, stadiums, industrial sheds, and high-rise commercial structures for high load-bearing strength and seismic performance. The brand integrates steel processing with primary distribution networks.","Pan-India and international export destinations across Asia-Pacific, Europe, and the Middle East","Tata Structura Hollow Structural Sections (Rectangular, Square, Circular RHS/SHS/CHS), Tata Pravesh Steel Doors & Windows, Tata Tiscon TMT, Pre-galvanized Tubes","Direct rail rake dispatches from primary mills, regional Tata Steel stockyards, authorized distributor hubs, and direct project site delivery",,
Jindal Mechno Bricks Pvt Ltd,Lakshay Jindal (Director) / Commercial Projects Sales Desk,jmb@jindalbricks.in,+91-7838200620,https://www.jindalbricks.in,50+ Years (Est. 1974),Factory-Direct Wholesale Pricing & Custom Architectural Batch Rates,"Jindal Mechno Bricks is an automated manufacturer of extruded clay bricks, terracotta facade tiles, interlocking pavers, and eco-friendly structural masonry blocks. Utilizing automated manufacturing technology, the company delivers uniform compressive strength, low water absorption, and thermal insulation for real estate developments and institutional projects. Its products are specified by architectural and infrastructure engineering firms.",Pan-India (Manufacturing plants located in Haryana/NCR with multi-state supply coverage),"Machine-Made Extruded Facing Bricks, Terracotta Wall Cladding Tiles, Hollow Clay Blocks, Interlocking Pavers, Brick Pavers, Roof Tiles","Automated palletized packaging, containerized trailer shipping, break-free direct project delivery, and scheduled site logistics",,,
Shreeji Infrastructure India Pvt Ltd,Sanjay Singh Baghel (Director) / Materials & Contracts Desk,contact@shreejiinfra.net,+91-755-2985831 / +91-771-4022430,https://shreejiinfra.net,27+ Years (Est. 1999),EPC Milestone-based Contracting Rates & Wholesale Materials Aggregation,"Shreeji Infrastructure India is an engineering and infrastructure contractor operating road, highway, and civil structural supply operations across Central India. The company manages captive crushing units, asphalt batching plants, and bulk material logistics to supply transport and civil infrastructure corridors. It also provides pre-engineered building and structural material fabrication services for industrial zones.","Central and Western India (Madhya Pradesh, Chhattisgarh, Gujarat, Maharashtra, and Uttar Pradesh)","Aggregates (Grit & Sand), Ready-Mix Bitumen, Structural Steel Sections, Precast Concrete Components, Cement, Sub-base Fill Material","Captive heavy-duty tipper truck fleet, transit mixers, mobile crushing units, and dedicated project-site supply networks",,,
Patel Infrastructure Material Supply (Patel Infrastructure Ltd),Pravinbhai V. Patel (Chairman) / Central Procurement Division,ho@patelinfra.com,+91-265-2776678 / +91-281-2458286,http://patelinfra.com,53+ Years (Est. 1972),Large-Scale EPC Procurement Schedule & Project-Contractor Wholesale Rates,"Patel Infrastructure Limited is an infrastructure development company executing high-speed concrete and highway construction projects. Its dedicated procurement and material logistics wing manages volumes of cement, structural steel, and paving concrete through captive multi-location batching plants. The company executes national highways, expressways, bridges, and commercial structural works across India.","Pan-India (Operations spanning Gujarat, Rajasthan, Maharashtra, Madhya Pradesh, Karnataka, Tamil Nadu, and Punjab)","Pavement Quality Concrete (PQC), Ready-Mix Concrete, High-Tensile TMT Steel, Structural Steel Girders, Bituminous Mixes, Emulsions, Aggregates","Automated high-capacity batching plants, heavy dump-truck fleets, slip-form concrete pavers, and captive on-site supply chain corridors",,,
KNR Constructions Material Division (KNR Constructions Ltd),K. Narasimha Reddy (Managing Director) / Materials Procurement Head,info@knrcl.com,+91-40-40268759,http://www.knrcl.com,31+ Years (Est. 1995),Mega Project Bulk Supply Rates & EPC Framework Costing,"KNR Constructions Limited is an infrastructure project development company executing expressways, irrigation barrages, urban flyovers, and bridge structures. Its centralized procurement and material handling division purchases directly from primary steel and cement manufacturers, deploying high-volume aggregate crushers and automated batching yards across active sites. KNR maintains testing protocols and on-site material management.","Southern, Western, and Central India (Telangana, Andhra Pradesh, Karnataka, Kerala, Tamil Nadu, Maharashtra, and Odisha)","Ready-Mix Concrete (High-grade M40-M60), TMT Rebars, Structural Steel Plates, High-Tensile Strands, Pre-cast Concrete Girders, Graded Aggregates","Captive multi-site RMC plants, computerized transit mixer fleets, heavy-duty material conveyors, and integrated site storage silos",,,
Dilip Buildcon Material Logistics (Dilip Buildcon Ltd),Dilip Suryavanshi (Chairman & MD) / Procurement & Equipment Wing,db@dilipbuildcon.co.in,+91-755-4029999,https://dilipbuildcon.com,39+ Years (Est. 1987),High-Volume Direct-from-Source Institutional Rates,"Dilip Buildcon Limited (DBL) is an EPC infrastructure enterprise that owns and operates a substantial fleet of heavy construction equipment and material logistics carriers. DBL operates an integrated supply network that procures bulk raw materials straight from refineries and steel mills to power its highway, metro, rail, tunnel, and airport projects. The company executes rapid-deployment material storage, batching, and on-site fabrication across active working fronts.","Pan-India Footprint (Active projects across 20+ Indian states with operations in Central, Western, Northern, and Southern corridors)","TMT Steel, Structural Steel, Bulk Industrial Cement, Bitumen & Polymer Modified Bitumen (PMB), Crushed Stone Aggregates, Precast Segments","Proprietary GPS-tracked logistics fleet of over 10,000+ construction machinery units, captive batching plants, and direct express site delivery",,,
Ashoka Buildcon Procurement (Ashoka Buildcon Ltd),Ashok Katariya (Chairman) / Central Procurement & Stores Department,pr108@ashokabuildcon.com,+91-253-6633705,https://www.ashokabuildcon.com,49+ Years (Est. 1976),Enterprise-Grade EPC Wholesale Rates & Framework Agreement Pricing,"Ashoka Buildcon Limited is an infrastructure company active in highway development, power transmission, railways, and smart city infrastructure. Its central procurement wing commands purchasing agreements across primary steel mills, cement plants, and pre-stressed concrete manufacturers. Ashoka Buildcon executes automated quality control protocols and digital tracking systems to feed structural supplies to transport corridors.","Pan-India presence (Operations across Maharashtra, Karnataka, Gujarat, Bihar, West Bengal, and Southern states)","High-Strength TMT Steel, Structural Steel Girders, OPC/PPC Cement, Precast Bridge Segments, Ready-Mix Concrete, Bitumen, Electrical Tower Sections","Centrally managed regional store depots, captive aggregate crushers, dedicated tanker and dump-truck logistics, and JIT site distribution",,,
NCC Limited Procurement Division (NCC Ltd),A. A. V. Ranga Raju (Managing Director) / Corporate Procurement Cell,ho.secr@nccltd.in,+91-40-23268888,https://www.ncclimited.com,36+ Years (Est. 1990),Direct Manufacturer Bulk Master-Contract Rates,"NCC Limited is a multi-disciplinary construction company executing residential townships, commercial complexes, roads, water supply pipelines, and hydro power projects. The corporate procurement division coordinates large-scale purchasing agreements with primary industrial manufacturers to ensure supply reliability and cost efficiency. NCC manages regional warehousing yards and dedicated project supply centers across India.","Pan-India presence with regional administrative hubs in Hyderabad, Mumbai, Delhi, Kolkata, Chennai, Bengaluru, and Ahmedabad","Primary TMT Steel, Structural Steel Plates & Sections, Bulk Cement, Ductile Iron (DI) & HDPE Water Pipes, AAC Blocks, RMC, Scaffolding Systems","Multi-regional supply depots, dedicated transport tie-ups, rail freight coordination, and direct project site delivery",,,
ITD Cementation Supply Division (Cemindia Projects Ltd / ITD Cementation India),Jayanta Basu (Managing Director) / Marine & Structural Materials Desk,krishna.kumar@itdcem.co.in,+91-22-66931600,https://www.cemindia.co.in,95+ Years in India (Est. 1931),Specialized Heavy Civil Project Contracting & Volume Material Pricing,"ITD Cementation India Limited (Cemindia Projects Limited) specializes in heavy civil engineering, maritime structures, underground metro tunneling, foundation engineering, and mass concrete supply. Its procurement division sources specialized structural materials including sulfate-resistant cements, corrosion-resistant steel rebars, and deep foundation chemicals. The company's engineering supply chain supports critical infrastructure like ports and metro systems.","Pan-India Coastal & Metro Belts (Mumbai, Kolkata, Chennai, Delhi-NCR, Visakhapatnam, Kochi, and Gujarat coast)","Corrosion Resistant (CRS) TMT Steel, Micro-Fine & Sulfate Resistant Cement, Bentonite & Piling Chemicals, Precast Tunnel Lining Segments, Heavy Structural Steel","Specialized heavy-lift logistics, barge and marine transit for coastal sites, on-site automated concrete batching plants, and JIT tunneling supplies",,,
Simplex Infrastructures Materials (Simplex Infrastructures Ltd),Rajiv Mundhra (Director) / Materials & Stores Directorate,simplexkolkata@simplexinfra.com,+91-33-23011600,https://www.simplexinfra.com,100+ Years (Est. 1924),Enterprise Bulk Material Procurement & Infrastructure Tiered Rates,"Simplex Infrastructures is an established civil engineering and ground engineering contractor in India, with a century of operations in tall towers, power stations, bridges, and industrial plants. The materials management department oversees procurement of high-grade steel, concrete admixtures, and foundation tooling from certified industrial partners. Simplex deploys on-site quality testing labs and automated storage yards across active sites.","Pan-India (Regional centers in Kolkata, Mumbai, Delhi, and Chennai)","High-Grade TMT Rebars, Structural Steel Plates & Sections, Foundation Casing Pipes, Specialized Concrete Admixtures, Precast Piling Elements","Central plant-and-equipment depots, heavy piling rig transport, high-tonnage multi-axle freight carriers, and dedicated site delivery",,,
NBCC Building Material Procurement (NBCC India Limited),K. P. Mahadevaswamy (Chairman & Managing Director) / Central Procurement Division,cmd@nbccindia.com,+91-11-24367314 / +91-11-43591555,https://www.nbccindia.com,66+ Years (Est. 1960),Central Government PSU Schedule-of-Rates (CPWD DSR) & E-Reverse Auction Pricing,"NBCC (India) Limited is a Navratna Public Sector Enterprise under the Ministry of Housing and Urban Affairs, executing major redevelopment, hospital, institutional campus, and civil structural works across India. Its procurement division operates transparent centralized e-procurement portals for bulk sourcing of TMT steel, cement, structural glass, and green building materials. The organization enforces strict CPWD specifications and Third-Party Quality Inspection (TPQA) regimes.","Pan-India footprint across all states, union territories, and overseas diplomatic infrastructure","TMT Steel (Fe 500D/550D), OPC 43/53 Grade Cement, PPC, Structural Steel Beams & Sections, Fly Ash Bricks, Solar Panels, Architectural Glass","Centralized vendor empaneled supply network, railway siding dispatch, dedicated institutional transport tie-ups, and project site delivery",,,
